id,bio,imag
مریلا زارعی,مریلا زارعی، بازیگر، در ۲۵ دی ۱۳۵۳ در تهران به دنیا آمد. از آثار وی می‌توان به فیلم‌های سینمایی «موسی کلیم‌الله»، «هناس»، «کارو»، «ایده اصلی»، «سوءتفاهم»، «اسرافیل»، «زیر سقف دودی»، «بادیگارد»، «دختر»، «گیتا»، «ماهی سیاه کوچولو»، «شیار ۱۴۳»، «چ»، «رژیم طلایی»، «همه چیز برای فروش»، «هیس! دخترها فریاد نمی‌زنند»، «خرس»، «خوابم می‌آد»، «جدایی نادر از سیمین»، «گزارش یک جشن»، «دیگری»، «کیفر»، «نیش زنبور»، «یک اشتباه کوچولو»، «درباره الی»، «شیرین»، «مدیوم»، «پریشانی»، «دعوت»، «خروس جنگی»، «آفتاب بر همه یکسان می‌تابد»، «دستهای خالی»، «نصف مال من، نصف مال تو»، «زاگرس»، «حکم»، «مجردها»، «زن زیادی»، «سربازهای جمعه»، «معادله»، «هم نفس»، «سیزده گربه روی شیروانی»، «واکنش پنجم»، «تکیه بر باد»، «دو زن»، «زن شرقی»، «روی خط مرگ»، «پاتک» و مجموعه‌های تلویزیونی «کلاه پهلوی»، «هم نفس»، «دریایی‌ها»، «پلیس جوان»، «بازگشت به زندگی»، «زمان شوریدگی»، «ولایت عشق»، «فردا دیر است»، «شن‌های کف رودخانه»، «کهنه‌سوار»، «هوای تازه»، «دبیرستان خضراء»، «جهان وارونه»، «مهر خوبان»، «کارآگاه» و مجموعه‌های نمایش خانگی «مانکن»، «جیران»، «نوبت لیلی»، «افعی تهران»، «جنگل آسفالت»، «بی‌عاطفه» اشاره کرد. او در دوره ۱۳۷۰–اکنون فعالیت داشته است.زنی با صورت گرد، بینی متوسط، چشمان بادامی و ابروهای مرتب، موهای پوشیده با روسری سیاه و پوست روشن. سن تقریبی او حدود میانسالی است.,"['https://drive.google.com/uc?id=1yOxxn8fx4EfdGJHatoH4J5xPbETK7LT3', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Merila_Zarei_2019.jpg']"
بهروز شعیبی,بهروز شعیبی، بازیگر و کارگردان، در ۲۵ خرداد سال ۱۳۵۸ در مشهد، خراسان رضوی متولد شد. او در دهه ۱۳۷۰ فعالیت خود را آغاز کرده است. از آثار او می‌توان به فیلم‌های «آغوش باز»، «بدون قرار قبلی»، «روز بلوا»، «دارکوب»، «سیانور»، «آخرین روز سال»، «دهلیز»، «میان ماندن و رفتن»، «جامانده»، «پیش خواهد آمد»، «بال‌های خوشبختی»، «باغ آلوچه»، «هناس»، «مغز استخوان»، «مهمان داریم»، «کلاس سوم ب»، «گزارش یک جشن»، «طلا و مس»، «دم صبح»، «گفتگو با سایه‌ها»، «قصه‌های یک زندگی - گرداب»، «پسران مهتاب (ارتشی در تاریکی)» و «آژانس شیشه‌ای» و مجموعه تلویزیونی‌هایی مانند «گلشیفته»، «پرده‌نشین»، «تنهایی لیلا»، «مهرآباد»، «در کنار هم»، «پرونده‌های مجهول»، «گم‌گشته» و «بازگشت پرستوها» اشاره کرد.مردی با صورت بیضی شکل، بینی متوسط، چشمان زیری قهوه‌ای، ابروهای پرپشت، موهای مشکی، سبیل و ریش کامل. به نظر می‌رسد در دهه چهارم زندگی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/0/04/Behrouz_Shoeibi%2C_The_Corridor_film_show_%2813920527234002931%29.jpg', 'https://drive.google.com/uc?id=1VgTNbC27tQ4lRl8yBftkER0zj1DdxTon']"
سید افشین هاشمی مرغزار,سید افشین هاشمی مرغزار، متولد ۱۳۵۴ در تهران، بازیگر، کارگردان، فیلمنامه‌نویس، نمایش‌نامه‌نویس و نوازنده است. او در دوره‌ی ۱۳۸۳ تا اکنون فعالیت داشته است. از آثار او می‌توان به فیلم‌های «نوروز»، «روز ششم»، «پسران دریا»، «خوره»، «خط باریک قرمز»، «سینما شهر قصه»، «من اینجا هستم»، «قطار آن شب»، «بهشت گمشده»، «خداحافظ دختر شیرازی»، «ضربه فنی»، «سال دوم دانشکده من»، «خاله قورباغه»، «تبعید (Exile)»، «دریاچه ماهی»، «گذر موقت»، «وقتی برگشتم …»، «صدای آهسته»، «برف»، «خسته نباشید!»، «آزمایشگاه»، «بی خداحافظی»، «تجریش ناتمام»، «میگرن»، «یه حبه قند»، «گل‌چهره»، «چاله»، «راه رفتن روی ریل»، «لطفا مزاحم نشوید»، «کودک و فرشته»، «وقتی همه خوابیم»، «در میان ابرها»، «آنکه دریا می‌رود»، «به نام پدر»، «پابرهنه در بهشت» و «خیلی دور، خیلی نزدیک» اشاره کرد. همچنین او در مجموعه‌های تلویزیونی «آب پریا»، «اولین انتخاب»، «گاوصندوق»، «سایه تنهایی»، «مسافرخانه سعادت»، «بلندگوهای افسانه‌ای»، «توی گوش سالمم زمزمه کن»، «نیمکت» و «داستان یک شهر» و همچنین تئاتر «پسران آفتاب» و مجموعه نمایش خانگی «داوینچیز» و «شبکه مخفی زنان» نیز به ایفای نقش پرداخته است.مردی با صورت کشیده و بینی متوسط، چشم‌های قهوه‌ای تیره و ابروهای پرپشت، موهای سیاه و پوست روشن. به نظر می‌رسد در دهه سوم زندگی باشد.,"['https://drive.google.com/uc?id=1kjeAgek83v848IEt44YmFrc89GzyrJEo', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Afshine_Hashemi_dar_Gavsandogh.JPG/250px-Afshine_Hashemi_dar_Gavsandogh.JPG']"
هومن سیدی,هومن سیدی، بازیگر، کارگردان، فیلم‌نامه‌نویس و تدوین‌گر، در هشتم آذر ماه ۱۳۵۹ در رشت، گیلان متولد شد. او در دهه‌های هشتاد تا کنون فعال بوده است. از آثار او می‌توان به فیلم‌های «یک تکه نان» (۱۳۸۳)، «پابرهنه در بهشت» (۱۳۸۴)، «چهارشنبه سوری» (۱۳۸۴)، «آنکه دریا می‌رود» (۱۳۸۵)، «زخم شانه حوا» (۱۳۸۶)، «یک وجب از آسمان» (۱۳۸۷)، «آفریقا» (۱۳۸۹)، «آزادراه» (۱۳۸۹)، «سیزده» (۱۳۹۱)، «خط ویژه» (۱۳۹۲)، «شب بیرون» (۱۳۹۲)، «بوفالو» (۱۳۹۳)، «در مدت معلوم» (۱۳۹۳)، «من دیه‌گو مارادونا هستم» (۱۳۹۳)، «اعترافات ذهن خطرناک من» (۱۳۹۳)، «نیم‌رخ‌ها» (۱۳۹۳)، «پل خواب» (۱۳۹۳)، «مادری» (۱۳۹۴)، «اینجا کسی نمی‌میرد» (۱۳۹۴)، «خشم و هیاهو» (۱۳۹۴)، «کمدی انسانی» (۱۳۹۵)، «آذر» (۱۳۹۵)، «مصادره» (۱۳۹۶)، «مغزهای کوچک زنگ‌زده» (۱۳۹۶)، «طلا» (۱۳۹۷) و «جنگ جهانی سوم» (۱۴۰۱) اشاره کرد. همچنین در مجموعه‌های تلویزیونی «راه بی‌پایان» (۱۳۸۶)، «در چشم باد» (۱۳۸۷)، «تا ثریا» (۱۳۹۰)، «سی‌امین روز» (۱۳۹۰)، «حیرانی» (۱۳۹۱)، «مهرآباد» (۱۳۹۲)، و مجموعه‌های نمایش خانگی «عاشقانه» (۱۳۹۵)، «گلشیفته» (۱۳۹۶)، «قورباغه» (۱۳۹۸)، «گیسو» (۱۳۹۹)، «مهمونی» (۱۴۰۰)، «سرگیجه» (۱۴۰۱)، «افعی تهران» (۱۴۰۲) و «وحشی» (۱۴۰۳) نیز حضور داشته است. او همچنین در نمایش‌های «روایت ناتمام یک فصل معلق» (۱۳۹۱) و «و خداوند، هایم را فراموش کرده است» (۱۳۹۶) به ایفای نقش پرداخته است.مردی با صورت بیضی شکل، بینی متوسط، چشمان قهوه‌ای، ابروهای پرپشت، موهای سیاه کوتاه، سبیل و ریش کوتاه و پوستی روشن. به نظر می‌رسد در دهه سوم یا چهارم زندگی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Hooman_seyedi_khashm_hayahoo.jpg/250px-Hooman_seyedi_khashm_hayahoo.jpg', 'https://drive.google.com/uc?id=1lJ5uf2FI9YJSP3wiV4b_nnZJhJJu2pL7']"
جمشید اسماعیل‌خانی,جمشید اسماعیل‌خانی، بازیگر تئاتر، سینما و تلویزیون، در سال ۱۳۲۹ در داراب فارس متولد شد و در روز ۱۸ بهمن ۱۳۸۱ در تهران بر اثر سکته قلبی درگذشت. از آثار او می‌توان به فیلم‌های «رأی باز»، «نان، عشق و موتور ۱۰۰۰»، «نوروز»، «آواز قو»، «فوتبالیست‌ها»، «مونس»، «مرد بارانی»، «شیدا»، «مهر مادری»، «هفت سنگ»، «سرعت»، «تعطیلات تابستانی»، «دو پنجره»، «نجات‌یافتگان»، «روسری‌آبی»، «عیالوار»، «لبه تیغ»، «یک مرد یک خرس»، «دو همسفر»، «راز چشمه سرخ»، «مسافران»، «آپارتمان شماره ۱۳»، «چون ابر در بهاران»، «در آرزوی ازدواج»، «همه یک ملت»، «زیر بام‌های شهر» و مجموعه‌های تلویزیونی «رستوران خانوادگی»، «جوان امروز»، «همسایه‌ها»، «خانه ما»، «کت جادویی»، «سواران جنوب»، «چشم‌به‌راه»، «میعاد در سپیده‌دم»، «هفت‌سنگ»، «خانواده رضایت»، «به رنگ صدف»، «یحیی و گلابتون»، «سفر به چزابه»، «آشپزباشی و قبله عالم»، «آخرین ستاره شب»، «دو پنجره»، «زیر گنبد کبود»، «شلیک نهایی»، «قصه‌های تابه‌تا»، «همه وصیت من»، «حماسه ایثار»، «میثاق خون»، «سنگ و شیشه»، «آپارتمان»، «روزی روزگاری»، «سایه‌های بلند»، «مرغ حق»، «پایان شب سیه»، «آئینه» و تله‌تئاترهای «ملکه‌های فرانسه» و «عروسک‌ها» اشاره کرد. او در دهه ۱۳۶۰ نیز فعال بود.مردی با صورت گرد، بینی متوسط و مستقیم، چشم‌های نسبتاً کوچک، ابروهای کم‌پشت، موهای کم‌پشت و خاکستری، بدون سبیل و ریش. به نظر می‌رسد در دهه هفتم زندگی باشد.,"['https://drive.google.com/uc?id=1jO66JJOYkGt-3FNIWJEL4F2-OyJiZIRa', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Jamshid_Esmailkhani_Grave.jpg/250px-Jamshid_Esmailkhani_Grave.jpg']"
هما روستا,هما روستا، بازیگر، کارگردان و مترجم، در ۴ تیر ۱۳۲۳ در تهران به دنیا آمد و در ۴ مهر ۱۳۹۴ در لس آنجلس، کالیفرنیا درگذشت. او در دوره ۱۳۵۰ تا ۱۳۹۲ فعال بود و آثاری چون «دیوار شیشه‌ای»، «گزارش یک قتل»، «پرنده کوچک خوشبختی»، «تمام وسوسه‌های زمین»، «ملک خاتون»، «تیغ آفتاب»، «مسافران»، «از کرخه تا راین»، «دو همسفر»، «کودکانی از آب و گل»، «زن امروز»، «لژیون»، «رفیق بد»، «باغ آلبالو»، «آنتیگونه در نیویورک»، «سانتاکروز»، «زمستان»، «بازی استریندبرگ»، «دایی وانیا»، «ازدواج آقای می‌سی‌سی‌پی»، «مرده‌های بی‌کفن و دفن»، «مرغ دریایی»، «بازی استریندبرگ»، «باغ‌وحش شیشه‌ای»، «ترانه مادری»، «سرزمین مادری»، «با من بمان»، «خاک سرخ»، «به سوی دمشق»، «محاکمه»، «همه پسران من»، «نسیم»، «جان گابریل بورکمن»، «شعبده باز»، «آخرین ستاره شب»، «لازارتی، ببر گراز دندان» و «بازی استریندبرگ» را در کارنامه هنری خود دارد.زنی میانسال با صورت گرد، بینی متوسط، چشمان قهوه‌ای، ابروهای باریک، موهای پوشیده با روسری قهوه‌ای و پوست روشن. ظاهراً در دهه پنجم یا ششم زندگی است.,"['https://drive.google.com/uc?id=1WEpbUvYOCn_R_q2zmuyhmmnoCYsMjb1P', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Homa_Rousta_32th_Fajr.jpg']"
محمّدعلی سپانلو,محمدعلی سپانلو، معروف به «شاعر تهران»، در ۲۹ مرداد ۱۳۱۹ در تهران متولد شد و در ۳۱ اردیبهشت ۱۳۹۴ در همان شهر بر اثر بیماری تنفسی درگذشت. او شاعر، نویسنده، مترجم، منتقد ادبی، استاد دانشگاه و عضو کانون نویسندگان بود. دوران فعالیت او به سال‌های ۱۳۴۲ تا ۱۳۹۴ بازمی‌گردد. از آثار او می‌توان به مجموعه شعرهای «آه… بیابان»، «خاک»، «رگبارها»، «پیاده‌روها»، «سندباد غایب»، «هجوم»، «نبض وطنم را می‌گیرم»، «خانم زمان»، «ساعت امید»، «خیابان‌ها، بیابان‌ها»، «فیروزه در غبار»، «پاییز در بزرگراه»، «ژالیزیانا»، «تبعید در وطن» و «قایق‌سواری در تهران» و «زمستان بلاتکلیف ما»، آنتولوژی‌های «بازآفرینی واقعیت»، «قصهٔ قدیم» و «هزار و یک شعر؛ سفینه شعر نو قرن بیستم ایران»، مجموعه قصه «مردان»، آثار تحقیقی «نویسندگان پیشرو ایران»، «محمدتقی بهار، ملک الشعراء»، «شهر شعر ایرج: زندگی و نمونه آثار ایرج میرزا جلال الممالک»، «چهار شاعر آزادی: جستجوی در سرگذشت و آثار عارف، عشقی، بهار، فرخی یزدی» و «شعر رقصان شمس»، مقالات «تعلق و تماشا» و «دیده‌بان خواب‌زده (دیدارهای پراکنده با ادبیات و زندگی)»، نمایشنامه «خانهٔ لیلی»، ترجمه‌های «عادل‌ها»، «آن‌ها به اسب‌ها شلیک می‌کنند»، «مقلدها»، «در محاصره»، «شهربندان»، «افسانه سیزیف»، «کودکی یک رئیس»، «گیوم آپولینر در آیینه آثارش» و «دهلیز و پلکان»، و فیلم‌های «ستارخان»، «آرامش در حضور دیگران»، «شناسایی» و «رخساره» اشاره کرد. او در سال ۱۳۷۸ در کنفرانس «ایران پس از انتخابات عمومی» در برلین شرکت کرد و در سال ۱۳۷۵ نیز در ماجرای اتوبوس ارمنستان حضور داشت.مردی مسن با چهره‌ای کشیده و پوست روشن، بینی بزرگ و منحنی، چشمان نسبتا کوچک و ابروهای نازک و کم‌پشت. دارای موهای کم‌پشت خاکستری و سبیل باریک و بدون ریش است.,"['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Mohammad-Ali_Sepanlou_20131119_02.jpg/250px-Mohammad-Ali_Sepanlou_20131119_02.jpg', 'https://drive.google.com/uc?id=1lms8YVldKtwYgJBwNi8PRghJGxChlmaE']"
شورانگیز طباطبایی,شورانگیز طباطبایی، ملقب به شاپرک، کاترین، زینت و نازی طباطبایی، در سال ۱۳۳۲ در لاهیجان، گیلان به دنیا آمد. او به عنوان بازیگر فعالیت می‌کرد و از آثار او می‌توان به فیلم‌های «خاکستر عشق»، «به دادم برس رفیق»، «خیابانی‌ها»، «سرخپوست‌ها»، «گدای اشراف‌زاده» (همگی در سال ۱۳۵۷)، «دو کله‌شق»، «طغیانگر»، «فری دست قشنگ»، «نان و نمک»، «همراهان» (همگی در سال ۱۳۵۶)، «با هم ولی تنها»، «بابا گلی به جمالت»، «شادی‌های زندگی»، «کلک نزن خوشگله» (همگی در سال ۱۳۵۵)، «پاشنه طلا»، «تعصب»، «چشمان بسته»، «رقیب»، «شبگرد» (همگی در سال ۱۳۵۴)، «آقا رضای گل»، «اوستا کریم نوکرتیم»، «این دست کجه»، «خشم و خون»، «دروغگوی کوچولو»، «دکتر و رقاصه»، «کنیز»، «مرد شب»، «مرغ همسایه» (همگی در سال ۱۳۵۳)، «اکبر دیلماج» و «طاهر» (همگی در سال ۱۳۵۲) اشاره کرد. او متعلق به دهه ۱۳۵۰ بود.زنی با صورت گرد، بینی کوچک و مستقیم، چشمان درشت قهوه‌ای، ابروهای مرتب و پرپشت، موهای قهوه‌ای بلند و پوست روشن. به نظر می‌رسد در دهه چهارم زندگی باشد.,"['https://upload.wikimedia.org/wikipedia/fa/f/f2/Sh-t.jpg', 'https://drive.google.com/uc?id=1CNtUH4EMbcZNDoEUBmkKNmxPBBGOrFn_']"
احترام برومند,احترام برومند، که با نام احترام‌السادات برومند یزدی نیز شناخته می‌شود، در دههٔ ۱۳۴۰ و ۱۴۰۰ فعالیت داشته است. او در ۲۰ فروردین ۱۳۲۶ در تهران به دنیا آمد و در عرصهٔ مجری و بازیگر فعالیت می‌کند. از آثار شاخص او می‌توان به فیلم‌های سینمایی «آغوش باز» (۱۴۰۲)، «بعد از رفتن» (۱۴۰۱)، «عروسی مردم» (۱۳۹۸)، «طلا» (۱۳۹۷)، «فروشنده» (۱۳۹۴)، «در سکوت» (۱۳۹۴)، «وقتی برگشتم…» (۱۳۹۴)، «دیشب باباتو دیدم آیدا» (۱۳۸۳) و سریال‌های «سلمان فارسی» (۱۴۰۵)، «ازازیل» (۱۴۰۳)، «در انتهای شب» (۱۴۰۳) و «خواب‌زده» (۱۳۹۸) اشاره نمود.زنی با صورت کشیده و پوستی روشن، بینی متوسط و چشمانی ملایم، ابروهای کم‌پشت و موهای خاکستری که با روسری مشکی سفید نقطه‌دار پوشیده شده است. به نظر می‌رسد در دهه ششم زندگی باشد.,"['https://drive.google.com/uc?id=1D1IwHNGNEp-QllC1CW2HUcHsHRNqw99b', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Ehteram_Boroumand.jpg']"
محمدپیمان معادی,محمدپیمان معادی، متولد ۹ فروردین ۱۳۴۹ در نیویورک سیتی، در دهه ۱۳۸۰ در عرصه سینما و تلویزیون فعالیت داشته و به‌عنوان بازیگر، فیلم‌نامه‌نویس و کارگردان شناخته می‌شود. او در آثاری چون «آواز قو» (۱۳۷۹)، «عطش» (۱۳۸۱)، «کما» (۱۳۸۳)، «کافه ستاره» (۱۳۸۵)، «درباره الی» (۱۳۸۷)، «جدایی نادر از سیمین» (۱۳۸۹)، «۱۳ ساعت: سربازان مخفی بنغازی» (۱۳۹۴)، «ابد و یک روز» (۱۳۹۵)، «خوک» (۱۳۹۶)، «متری شیش و نیم» (۱۳۹۷)، «درخت گردو» (۱۳۹۸)، «سمفونی حمید» (۱۴۰۱)، «برادران لیلا» (۱۴۰۱)، «افعی تهران» (۱۴۰۲)، «ازازیل» (۱۴۰۳)، «آن شب» (۱۳۹۵) و «وست‌ورلد» (۱۳۹۹) نقش‌آفرینی کرده یا در تولید آن‌ها مشارکت داشته است. از نمایش‌های تئاتری او می‌توان به «خشکسالی و دروغ» (۱۳۹۰) و «در انتظار گودو» (۱۳۹۲) اشاره کرد.مردی با صورت کشیده و گوشتی، بینی متوسط، چشم‌های قهوه‌ای روشن، ابروهای پرپشت، موهای مشکی کوتاه، ریش و سبیل خاکستری. به نظر می‌رسد در حوالی چهل تا پنجاه سالگی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Payman_Maadi_and_Mahnaz_Afshar_20190201_04_%28cropped%29.jpg/250px-Payman_Maadi_and_Mahnaz_Afshar_20190201_04_%28cropped%29.jpg', 'https://drive.google.com/uc?id=1yi3dEV5yDjKrBrtmOfb75NoEl48ZNDsi']"
محمد فیلی,محمد فیلی، بازیگر، در ۲۲ فروردین ۱۳۲۹ در شیراز، فارس متولد شد. از آثار وی می‌توان به فیلم‌های «استعداد من»، «دو روز دیرتر»، «هولیا»، «سفر صفرعلی»، «منطقه پرواز ممنوع»، «خروج»، «شام عاشقانه سه نفره»، «مالیخولیا»، «ع ش ق»، «راز خانه بهجت»، «پایان خدمت»، «ابابیل»، «رنگ انتظار»، «روز شیطان»، «تابستان ۵۸»، «شاخه‌های بید» و «گشتی‌ها» و مجموعه‌های تلویزیونی «روز خون»، «طعم طمع»، «گیلدخت»، «نارگل»، «سلمان فارسی»، «رعد و برق»، «بانوی سردار»، «دنگ و فنگ روزگار»، «بانوی عمارت»، «هاتف»، «گسل»، «پرستاران (فصل دوم)»، «هشت و نیم دقیقه»، «غیرعلنی»، «دولت مخفی»، «جلال الدین»، «پشت کوه‌های بلند»، «چاردیواری»، «روزی بود، روزی نبود»، «شب هزارویکم»، «پنهان، اما آشکار»، «عملیات ۱۲۵»، «مختارنامه»، «دایره تردید»، «روزهای به یاد ماندنی»، «نوعروس»، «آخرین روزهای شاد بودن»، «پرونده‌های مجهول»، «روزهای مهتابی»، «طریق عشق»، «تفنگ سرپر»، «فرزندم بزرگ شده»، «روزی روزگاری» و مجموعه‌های نمایش خانگی «جادوگر» و «موچین» اشاره کرد. این هنرمند از سال ۱۳۶۵ تاکنون در عرصه هنر فعالیت داشته است.مردی مسن با صورت گرد، بینی پهن، چشمان نسبتا پنهان پشت عینک، ابروهای خاکستری پراکنده، موهای سفید و مجعد، سبیل و ریش سفید و بلند. به نظر می‌رسد در دهه هفتم زندگی باشد.,"['https://upload.wikimedia.org/wikipedia/commons/1/15/Tasnimmohamafm.jpg', 'https://drive.google.com/uc?id=1ZkM40_HB1Fpq7AcsfzHGJyWS3vxJxh_n']"
ملیکا زارعی برزی,ملیکا زارعی برزی، که با نام مستعار «خاله شادونه» نیز شناخته می‌شود، در تاریخ ۱۳۶۴/۰۲/۰۳ در تهران به دنیا آمد. او در دهه ۱۳۸۰ فعالیت داشت و به‌عنوان بازیگر و مجری برنامه‌های کودک و نوجوان شناخته می‌شود. از آثار او می‌توان به فیلم سینمایی «تله» و سریال‌های «متهم گریخت»، «مهر خاموش» و «دوران سرکشی» اشاره کرد.زنی با صورت گرد، بینی متوسط، چشمان روشن، ابروهای باریک و موهای پوشیده با روسری سیاه. پوست روشن و چهره‌ای شاداب که ظاهراً در دهه چهارم زندگی است.,"['https://drive.google.com/uc?id=1VjmP7p4_3LCfE9I9JvYg7osNRZhJfjoK', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Shadoone_%282%29.jpg/250px-Shadoone_%282%29.jpg']"
