name,biography
پرواز همای,پرواز همای، با نام کامل سعید جعفرزاده احمدسرگورابی، در ۲۰ بهمن ۱۳۵۸ در احمدسرگوراب به دنیا آمد. او خوانندهٔ موسیقی سنتی ایرانی است. از آثار شاخص او می‌توان به «اپرای حلاج» که در ۲۱ مرداد ۱۳۹۷ اجرا شد و «کنسرت بزرگداشت قاسم سلیمانی» که در ۱۲ دی ۱۴۰۱ در تهران برگزار شد، اشاره نمود.
تورج شعبان‌خانی,"تورج شعبان‌خانی، آهنگساز، تنظیم کننده و خواننده، در ۱۵ بهمن ۱۳۲۹ در تهران متولد شد و در ۱۸ آذر ۱۳۹۸ در تهران درگذشت. او در دوره موسیقی پاپ فعالیت داشت. از آثار او می‌توان به ""آدمک""، ""پروانه من""، ""نازی ناز کن، باد و بیشه، کویر""، ""همسفر""، ""گل کاغذی""، ""تکیه گاه""، ""باغچه"" و ""بهار بهار"" اشاره کرد. یکی از رویدادهای مهم مرتبط با او، فراخوان جذب استعدادهای جدید در موسیقی در سال ۱۳۵۰ بوده است."
ژاکلین,ژاکلین، با نام مستعار ژاکلین دِردِریان، در سال ۱۳۳۱ متولد شد. او آهنگساز و ترانه سرا است. از آثار او می‌توان به «پرنده»، «قصه گو»، «عطر»، «سفر» و «هوس» اشاره کرد.
شاهکار بینش‌پژوه,شاهکار بینش‌پژوه، شاعر، ترانه سرا و خواننده، در ۲۲ آذر ۱۳۵۱ متولد شد. از آثار برجسته او می‌توان به «بانوی شرقی»، «کنارم بخواب»، «ادبیاتی دیگر»، «شیخ و دختر»، «مشتی ماشاالله»، «کافه نادری»، «دست هایت را دوست می دارم»، «آقای نخست وزیر»، «ابدیت یک بوسه»، «من سیاسی نیستم» و «اسکناس» اشاره کرد.
شهیار قنبری,"شهیار قنبری، در ۶ مردادِ ۱۳۲۹ در تهران متولد شد. او شاعر، ترانه سرا، آهنگساز، خواننده، نمایش نامه نویس، فیلم ساز، روزنامه نگار، مجری و برنامه ساز رادیو و تلویزیون است. از آثار او می‌توان به ""دیگه اشکم واسه من ناز می کنه""، ""ستاره آی ستاره""، ""قصه دو ماهی""، ""بوی خوب گندم""، ""نماز""، ""اگه بمونی""، ""قصهٔ بره و گرگ""، ""حرف""، ""نفس""، ""هجرت""، ""جمعه""، ""مرد تنها""، ""هفته خاکستری""، ""بوی عیدی""، ""آوار""، ""نجواها""، ""نفرین نامه""، ""همیشه غایب""، ""سقوط""، ""نون و پنیر و سبزی"" و ""امان از…"" اشاره کرد."
عبدالجبار کاکایی,عبدالجبار کاکایی، شاعر، ترانه‌سرا و کارمند رسمی وزارت آموزش و پرورش، در ۱۵ شهریور ۱۳۴۲ در استان ایلام به دنیا آمد. او در زمینه‌های شعر، نقد و بررسی، اجرای برنامه‌های ادبی در صدا و سیما، فعالیت در مطبوعات، تیتراژ سریال‌های تلویزیونی و مقالات و نقدهایی پیرامون شعر فعالیت داشته است.
مسعود امینی,مسعود امینی، شاعر، ترانه سرا، روزنامه نگار و شخصیت تلویزیونی، در ۲۷ تیر ۱۳۲۸ در تهران متولد شد. از آثار او می‌توان به «قوزک پا»، «قبله»، «یکی را دوست می دارم» و کاست شبانه آخر اشاره کرد. در سال ۱۳۶۰ در لندن بود.
نیلوفر لاری‌پور,نیلوفر لاری‌پور، شاعر، ترانه‌سرا، روزنامه‌نگار و بازیگر، در ۲۷ مرداد ۱۳۴۹ به دنیا آمد. از آثار او می‌توان به «خوابدم صبح»، «امروز چندشنبه است؟»، «خاکستری تر از همیشه»، «هزار و یک شب من»، «آلزایمر»، «زیبای اساطیری»، «بی من فروغ نخوان»، «اگر تا هفت بشماری»، «چل بسم الله»، «عسل و فروردین»، «عشق کوچک من»، «من یهودا نبودم»، «پر پرواز» و «شب برهنه» اشاره کرد. او در ۱۲ بهمن ۱۳۸۸ بازداشت شد.
اهورا ایمان,"اهورا ایمان، شاعر و ترانه‌سرا، در ۱ خرداد ۱۳۵۳ در بم متولد شد. از آثار او می‌توان به ""دلم گرفت""، ""میم مثل مادر""، ""معصومیت از دست رفته""، ""وفا""، ""شکرانه""، ""سام و نرگس""، ""خاکستر و باد""، ""رفته های نرفته""، ""مرو ای دوست""، ""پریدخت""، ""تموم شد ترانه""، ""زنگی و رومی"" و ""بوی شرجی"" اشاره کرد. او در اختتامیه جشنواره فجر، ترانه ""رفته های نرفته"" را اجرا کرد."
مونا برزویی,"مونا برزویی، در ۱۹ اردیبهشت ۱۳۶۳ متولد شد. او شاعر و ترانه‌سرا است. از آثار او می‌توان به ""اشک من""، ""تقدیر"" و ""سرود زن"" اشاره کرد. او در ۶ مهر ۱۴۰۱ در جریان خیزش ۱۴۰۱ ایران بازداشت شد. همچنین در ۲۴ شهریور ۱۳۹۳ کتاب ترانه‌های او با عنوان «تقدیر» رونمایی شد."
پروین دولت آبادی,"پروین دولت آبادی، شاعر و بنیان گذار شورای کتاب کودک، در ۲۱ بهمن ۱۳۰۳ در دولت آباد برخوار اصفهان به دنیا آمد و در ۲۷ فروردین ۱۳۸۷ در تهران درگذشت. از آثار شاخص او می‌توان به ""گل بادام""، ""شعرهای کودکان"" و ""شعرهای بزرگسالان"" اشاره نمود."
عباس یمینی‌شریف,"عباس یمینی‌شریف، در سال ۱۲۹۸ در تهران به دنیا آمد و در سال ۱۳۶۸ درگذشت. او به عنوان آموزگار، مدیر مدرسه، شاعر و نویسنده فعالیت می‌کرد. از آثار او می‌توان به ""دارا و آذر""، ""بازی کودکان"" و ""نونهالان"" اشاره کرد."
محمود کیانوش,"محمود کیانوش، در ۱۲ شهریور ۱۳۱۳ در مشهد، خراسان رضوی به دنیا آمد و در ۲۳ دی ۱۳۹۹ در لندن درگذشت. او به‌عنوان شاعر، نویسنده، مترجم، روزنامه نگار، منتقد ادبی، داستان نویس و برنامه ساز رادیو فعالیت می‌کرد. از آثار او می‌توان به ""شبستان""، ""ساده و غمناک""، ""شکوفهٔ حیرت"" و ""به خدایی ناشناخته"" اشاره نمود."
مصطفی رحماندوست,مصطفی رحماندوست، شاعر، نویسنده، مترجم، کارشناس کتاب های خطی، مدیر مرکز نشریات، سردبیر، پدیدآورنده، مدیر کل دفتر مجامع و فعالیت های فرهنگی، مدرس داستان نویسی و قصه گویی، عضو هیئت داوری و مشاور رئیس کتابخانه ملی ایران، در ۱ تیر ۱۳۲۹ در همدان به دنیا آمد. از آثار او می‌توان به «صد دانه یاقوت»، «قصه دو لاکپشت تنها»، «بازی با انگشت ها»، «سه قدم دورتر شد از مادر» و «دو تا عروس، دو تا داماد» اشاره کرد. او در جشنواره بین المللی شعر فجر و جشنواره شعر کودک ایران حضور داشته و نامش در انتخابات ریاست جمهوری ۱۳۹۲ در کنار محمدرضا عارف و حسن روحانی ذکر شده است.
قیصر امین پور,"قیصر امین پور، شاعر و نویسنده، در ۲ اردیبهشت ۱۳۳۸ در روستای گتوَند به دنیا آمد و در ۸ آبان ۱۳۸۶ در تهران درگذشت. آرامگاه او در گتوَند قرار دارد. در دوران انقلاب اسلامی، او در بازه سال‌های ۱۳۵۸ تا ۱۳۶۶ در رویدادی مرتبط با سید حسن حسینی حضور داشت. از آثار او می‌توان به ""در کوچه آفتاب""، ""تنفسِ صبح"" و ""این ترانه بوی نان نمی دهد: سبک شناسی ترانه های قیصر امین پور"" اشاره کرد."
بابک نیک طلب,"بابک نیک طلب، در ۹ تیر ۱۳۴۶ در تهران، تهران به دنیا آمد. او به‌عنوان شاعر، ترانه‌سرا، نویسنده و کارشناس ادبی فعالیت می‌کرد. از آثار او می‌توان به ""پیشواز روشنی""، ""آفتاب آفرینش"" و ""کتاب های درسی"" اشاره نمود. او در جشنواره شعر فجر و جشنواره کتاب سال حضور داشته است."
جعفر ابراهیمی,جعفر ابراهیمی در سال ۱۳۳۰ در نمین، اردبیل به دنیا آمد. او شاعر، نویسنده، کارمند وزارت دارایی و مسؤول شورای شعر کانون پرورش فکری کودکان و نوجوانان بود. جعفر ابراهیمی در سال ۱۳۵۸ فعالیت خود را در حیطهٔ ادبیات کودک و نوجوان آغاز کرد، در سال ۱۳۶۰ به کانون پرورش فکری کودکان و نوجوانان منتقل شد و در سال ۱۳۸۰ از این کانون بازنشسته گردید.
اسدالله شعبانی,اسدالله شعبانی، شاعر، نویسنده و کارشناس کانون پرورش فکری کودکان و نوجوانان، در چهارم تیرماه ۱۳۳۷ خورشیدی چشم به جهان گشود. از آثار او می‌توان به «شعر کودک و نوجوان» و «کتاب های درسی» اشاره کرد.
افسانه شعبان نژاد,"افسانه شعبان نژاد، شاعر، نویسنده و کارمند، در اول فروردین ماه ۱۳۴۲ در شهداد کرمان به دنیا آمد. از آثار او می‌توان به ""شیشه و آواز""، ""روزی، روزگاری""، ""باغ هزار دخترون""، ""جم جمک برگ خزون""، ""دس و دس و دس""، ""نخود و عدس""، ""دس دسی بابا می آد""، ""دس دسی بارون می آد""، ""دس دسی گرگه می آد""، ""قورو قورو قور""، ""قارو قارو قار""، ""گل زری""، ""کاکل زری""، ""گرگم و گله می برم""، ""هاجستم و واجستم""، ""کلاغه کجاست؟ روی درخت!""، ""لالا، لالا، گل شب بو""، ""ماه تی تی""، ""کلاه تی تی""، ""نی نی داره دست می زنه""، ""نی نی بشین""، ""نی نی پاشو""، ""نی نی رو غلغلکمی دید""، ""ابر اومد""، ""باد اومد""، ""عمه قزی""، ""آرنگ آرنگ""، ""بگو چه رنگ؟""، ""بادبادک و کلاغه""، ""آفتاب مهتاب چه رنگه""، ""گنجشک و سبز و قرمز""، ""یک آسمون، دو آسمون""، ""لی لی لی لی حوضک""، ""من و عروسک""، ""دستکش کوچک""، ""کی بود؟ چی بود؟""، ""تاتی، تی تی""، ""دار دار خبر دار""، ""این یکی… اون یکی…""، ""چی بود؟ چی بود؟ کدو بود""، ""غاز غازی جون پس چی می خواد؟""، ""ما می تونیم""، ""ما می تونیم""، ""گنجشک پر""، ""کلاغ پر""، ""اتلک تی تتلک""، ""یک جوجهٔ غاز""، ""پاییز""، ""تابستان""، ""زمستان""، ""شنگول و منگول""، ""آی زنگوله""، ""آی زنگوله""، ""بازی بازی بازی""، ""شعر دعا""، ""ترانه های مامان""، ""بهار""، ""ترانه های خواب و خیال""، ""عروسیه عروسی""، ""از آسمون تا اینجا""، ""دو جوجه اردک""، ""ما خوشحالیم، تو هم بیا!""، ""درخت ما عروس شده""، ""روباه قرمز سلام""، ""بره چاقالو""، ""خوشمزه ترین کلوچه""، ""موش کور و همسایه ها""، ""پر پر پر پرنده""، ""سیب زمینی سخنگو""، ""یک دوست بهتر""، ""چشم های زمستانی""، ""زیر نور ماه""، ""خانه ما همین جاست""، ""چهار فصل من""، ""روزهای خوب من""، ""ترانه های من و خواهر کوچولو""، ""شب شده و ستاره باز""، ""ترانه های نی نی کوچولو""، ""گفتگو کنیم""، ""سرزمین گرگ ها""، ""کی پنیر مرا دزدید؟""، ""پرنده ها و کرم خاکی""، ""شتر یک کوهان""، ""شتر دو کوهان""، ""نیایش درختان""، ""در کوچه های شعر""، ""صدای شاعر""، ""خروسک پریشان""، ""ماهی قرمز کوچولو""، ""دختر کدو تنبل"" و ""شازده کوچولو"" اشاره کرد."
افشین اعلا,"افشین اعلا، شاعر، نویسنده، عضو هیئت مدیره انجمن شاعران ایران و عضو علی البدل شورای اسلامی شهر تهران، در ۴ فروردین ۱۳۴۸ در شهرستان نور به دنیا آمد. از آثار او می‌توان به ""شعر کودک و نوجوان""، ""شعر نیمایی"" و ""غزل"" اشاره کرد. او در سال ۱۳۹۲ در انتخابات شورای اسلامی شهر تهران و در سال ۱۳۹۴ در انتخابات مجلس شرکت کرد."
حمید هنرجو,"حمید هنرجو، در شهریور ۱۳۵۲ در ملایر به دنیا آمد. او پژوهشگر، نویسنده، منتقد ادبی، روزنامه نگار و شاعر کودک و نوجوان است. از آثار وی می‌توان به ""نماز هواپیما"" و ""کوچه فرشته ها"" اشاره کرد. در نمایشگاه بین المللی کتاب بلونیا، اثر او مورد تجدید هیئت داوران قرار گرفت."
عرفان نظر آهاری,"عرفان نظر آهاری، نویسنده، شاعر و استاد دانشگاه، در ۱۷ مرداد ۱۳۵۳ در تهران متولد شد. از آثار او می‌توان به ""راز مرواریدهای شهرزاد""، ""در سینه ات نهنگی می تپد""، ""پیامبری از کنار خانه ما رد شد""، ""لیلی نام تمام دختران زمین است""، ""جوانمرد نام دیگر تو""، ""من هشتمین آن هفت نفرم""، ""دو روز مانده به پایان جهان""، ""روی تخته سیاه جهان با گچ نور بنویس""، ""پشت کوچه های ابر"" و ""داستان صلح"" اشاره کرد. او جوایز متعددی از جمله جایزه ادبی پروین اعتصامی، جایزه کتاب سال جمهوری اسلامی ایران، جایزه کتاب فصل، لوح افتخار دفتر بین المللی کتاب برای نسل جوان (IBBY) در اسپانیا، و جشنواره کتاب کانون پرورش فکری کودکان و نوجوانان را دریافت کرده است. همچنین، او در سال ۲۰۰۱ در کنگره شعر زنان شرکت کرده است."
محمدرضا تقوی فرد,محمدرضا تقوی فرد، نظریه پرداز، عضو هیئت علمی، دانش آموخته، مجری، شاعر، نویسنده، منتقد سینما، سردبیر و مدیرمسئول، در ۲۲ اردیبهشت ۱۳۴۷ (خورشیدی) در تهران متولد شد. در سال ۱۳۹۰، وی عضو هیئت مدیره و مدیرعامل مؤسسه فرهنگی و هنری آهنگ آتیه بود. از آثار او می‌توان به «قرق رسانه ای»، «ادموکراسی یا دموکراسی علیه دموکراسی»، «رولوه در سینما»، «بازنویسی فیلم»، «هم قلم»، «مصداق» و «نظریه های هنر» اشاره کرد.
یحیی علوی فرد,"یحیی علوی فرد، در سال ۱۳۵۲ متولد شده است. او نویسنده و شاعر است. از آثار او می‌توان به ""فصل ها زیبایند""، ""بهار ماندنی""، ""نوآوری این است"" و ""بیا ببین جهان ما"" اشاره کرد. در جشنواره مطبوعات کودک و نوجوان در سال ۲۰۰۱ شرکت داشته است."
سید سعید هاشمی,"سید سعید هاشمی در ۶ بهمن ۱۳۵۳ در قم به دنیا آمد. او شاعر و نویسنده است. از آثار او می‌توان به ""شاعر گنجشکها"" و ""لوبیای سحرآمیز"" اشاره نمود. وی سردبیر ماهنامه‌های مهیار و سلام بچه‌ها بود و در آبان ۱۳۹۴ مجله لوبیای سحرآمیز را منتشر کرد."
عفیف باختری,"عفیف باختری، در سال ۱۳۴۱ در مزار شریف، بلخ به دنیا آمد و در ۸ ثور / اردیبهشت ۱۳۹۶ در مزار شریف، بلخ درگذشت. او به عنوان روزنامه نگار، شاعر، آموزگار، سردبیر و مدیر مسئول فعالیت می‌کرد. از آثار او می‌توان به ""سنگ و ستاره"" و ""مجموعه شعر"" اشاره نمود."
واصف باختری,واصف باختری، در ۲۴ اسفند ۱۳۲۱ در مزارشریف، بلخ به دنیا آمد و در ۲۸ تیر ۱۴۰۲ درگذشت. او شاعر، ویراستار، کارمند وزارت تعلیم و تربیه و پناهنده بود. از آثار او می‌توان به «هفت دفتر شعر»، «گزینه ای از شعرها» و «کتابی در زمینهٔ عرفان و شعر فارسی به نام نردبان آسمان» اشاره کرد. در سال ۱۳۴۵، کارشناسی زبان و ادبیات فارسی دری خود را از دانشگاه کابل دریافت کرد. او در سال‌های ۱۳۵۳ تا ۱۳۵۴ در نیویورک، در رشته آموزش و پرورش در دانشگاه کلمبیا تحصیل کرد. همچنین در سال‌های ۱۳۵۷ تا ۱۳۵۸ به دلیل نزدیکی با کنشگران سیاسی چپگرا زندانی شد.
مخفی بدخشی,مخفی بدخشی، در سال ۱۲۵۵ خورشیدی در تاجکورگان (خلم) ولایت بلخ به دنیا آمد. او شاعر بود و از آثار او می‌توان به «دیوان اشعار» اشاره کرد. مخفی بدخشی در ۲۶ دی ماه ۱۳۴۲ خورشیدی در فیض آباد ولایت بدخشان درگذشت. در سال ۱۲۹۸ قمری، خانواده مخفی بدخشی به کابل و قندهار تبعید شدند.
بیرنگ کوهدامنی,بیرنگ کوهدامنی، شاعر، استاد دانشگاه و کتابدار، در سال ۱۳۳۰ در کوهدامن، کابل به دنیا آمد. او در ۲۰ قوس ۱۳۸۶ در لندن درگذشت. از آثار او می‌توان به «سلام بر شقایق»، «طلوع سبز شگفتن»، «تلخترین فصل خدا» و «من ناله می نویسم» اشاره کرد. در سال ۱۳۴۹ عهده‌دار کتابخانهٔ وزارت پلان بود. در سال ۱۳۵۲ از یک بورس تحصیلی دولتی در رشتهٔ زبان و ادبیات فارسی استفاده کرد و در سال ۱۳۵۶ سند لیسانس خود را از دانشگاه تهران دریافت نمود. او در سال ۱۳۵۷ به افغانستان بازگشت و در سال ۱۳۶۰ در دانشکدهٔ زبان و ادبیات دانشگاه کابل استخدام شد. در سال ۱۳۸۹ (۱۹۹۵) نشریهٔ پیوند را در تاجیکستان پایه گذاری کرد.
پرتو نادری,پرتو نادری، در سال ۱۹۵۳ در بدخشان به دنیا آمد. او نویسنده، شاعر، فعال اجتماعی، روزنامه نگار و پژوهشگر است. از آثار او می‌توان به ۴۰ عنوان کتاب شعر، طنز، داستان، نقد ادبی و کتاب های پژوهشی اشاره نمود.
پروین پژواک,"پروین پژواک، در سال ۱۳۴۵ در کابل به دنیا آمد. او داستان نویس و شاعر است. از آثار او می‌توان به ""نگینه و ستاره""، ""سلام مرجان""، ""مرگ خورشید"" و ""پرنده باش"" اشاره نمود."
سعادت ملوک تابش,سعادت ملوک تابش، در سال ۱۳۳۰ در هرات به دنیا آمد و در میزان ۱۳۸۹ در دهلی درگذشت. او نویسنده، مدرس، شاعر و سیاستمدار بود. از آثار او می‌توان به ۲۳ کتاب نثر، ۲۲ کتاب شعر و بیش از ۷۰۰ جلسه سخنرانی عرفانی اشاره نمود.
عبدالکریم تمنا,"عبدالکریم تمنا، شاعر، ادیب و مدیر کتابخانه، در سال ۱۳۱۹ در هرات به دنیا آمد و در ۲۰ مرداد ۱۴۰۲ درگذشت. از آثار او می‌توان به ""پیوند عمر""، ""ارج نامه""، ""نمونه های شعر امروز افغانستان"" و ""کلیات دیوان غلام محمد طرزی"" اشاره کرد. سروده‌ها و نوشته‌های تمنا در روزنامهٔ اتفاق اسلام به چاپ می‌رسید. او در سال ۱۳۵۴ مدیر کتابخانهٔ عامهٔ هرات شد و در سال ۱۳۵۷ دوباره به این سمت تعیین گردید. عبدالکریم تمنا در سال ۱۳۵۸ رهسپار ایران شد."
حمیرا نکهت دستگیرزاده,"حمیرا نکهت دستگیرزاده، شاعر، نویسنده و برنامه ساز رادیویی و تلویزیونی، در ۲۶ ثور/۲۵ اردیبهشت ۱۳۳۹ در کابل به دنیا آمد و در ۱۴ شهریور/۱۳ سنبله ۱۳۹۹ درگذشت. از آثار او می‌توان به ""شعر سپید"" و ""غزل"" اشاره نمود."
صالح محمد خلیق,صالح محمد خلیق، در ۱۲ آبان ۱۳۳۴ در مزار شریف، بلخ به دنیا آمد. او شاعر، نویسنده، پژوهشگر، مترجم و روزنامه نویس بود. در سال ۱۳۵۵ تا ۱۳۶۶ کارمند کارخانۀ کود شیمیایی بلخ بود، در سال ۱۳۶۹ رئیس انجمن نویسندگان بلخ شد، از ۱۳۷۶ تا ۱۳۷۷ مدیر مسؤول و سردبیر ماهنامۀ ام البلاد بود، از ۱۳۷۸ تا ۱۳۸۰ مدیر مسؤول روزنامهٔ بیدار بود، از ۱۳۸۱ تا ۱۳۸۲ مدیر مسؤول ماهنامۀ «کیان» بود و از ۱۳۸۳ تا ۱۳۹۸ رئیس ادارۀ فرهنگ استان بلخ بود. از آثار او می‌توان به «سلام به آفتاب»، «کاج بلند سبز»، «بر پای راه ابریشم»، «یک آسمان ستاره»، «از اوج های آبی ...»، «سرود ملّی عشّاق»، «در بامیانِ قلبِ منی»، «مراد از بلخ، تو بودی...»، «نقطه و نقطه، باز هم نقطه»، «اینک فقط تو مانده ای»، «سوگ نامۀ گل سرخ»، «آخرین مرز بی کرانی»، «هیجانِ جان»، «سرنوشت دیگری»، «سخن عشق/Слова любви»، «کولاک می گرید/Плачет метель»، «زمزمۀ نام خراسان»، «به رهگذار غچی ها»، «از زخم های تازه»، «از برگ های ریختۀ یادنامه ها»، «در قحط سال عاطفه»، «جشنهای آریایی»، «عُقاب»، «سرگذشت روزنامۀ بیدار»، «فریاد آزادی»، «تاریخ ادبیات بلخ»، «تاریخ روزنامه نگاری بلخ»، «آهنگ کیانی»، «آیینه در آیینه»، «ساحه های باستانی و بناهای تاریخی بلخ»، «تأثیر شاه نامه بر شعر مقاومت افغانستان»، «ناشناخته های دانش»، «نشانه های شکوه گذشتۀ بخدی»، «والیان بلخ در نخستین سدۀ پس از بازستانی استقلال افغانستان»، «جاذبه های گردشگری بلخ»، «میدان های نفت و گاز قشقری و بلخ»، «نامۀ رَستگاری»، «پیام آور رَوشنایی و مِهر» و «شگفتی های هستی» اشاره نمود.
خلیل‌الله خلیلی,"خلیل‌الله خلیلی، معروف به استاد خلیلی، در سال ۱۲۸۶ در کابل به دنیا آمد و در سال ۱۳۶۶ در اسلام آباد درگذشت. او شاعر، سیاست‌مدار و نویسنده بود. از آثار او می‌توان به ""آثار هرات""، ""سلطنت غزنویان""، ""فیض قدس""، ""احوال و آثار حکیم سنایی""، ""از بلخ تا قونیه""، ""یمگان""، ""نی نامه"" و ""عیاری از خراسان"" اشاره کرد. در سال ۱۳۳۰ ریاست مستقل مطبوعات را بر عهده داشت و در سال ۱۳۳۲ مشاور عالی سلطنتی بود. او همچنین سفیر کبیر در عربستان سعودی و عراق بود."
سمیع حامد,"سمیع حامد، در سال ۱۳۴۸ در بدخشان به دنیا آمد. او شاعر، موسیقی‌دان و نویسنده است. از آثار او می‌توان به ""آلبوم تری راری""، ""ترانه های وجیهه و فرید رستگار""، ""شعر آهنگ دسته جمعی سپیدار صداستارهٔ افغان""، ""ترانه برای فرهاد دریا""، ""برادران و هیولا""، ""گمشده"" و ""چتری"" اشاره کرد."
سید ابوطالب مظفری,"سید ابوطالب مظفری، در سال ۱۳۴۴ در ولسوالی خاص ارزگان، ارزگان به دنیا آمد. او شاعر، نویسنده و منتقد ادبی بود. از آثار او می‌توان به ""سوگنامه بلخ"" اشاره کرد. در سال ۱۳۵۹ به دلیل آواره شدن به پاکستان، به کویته رفت و در سال ۱۳۶۱ در حوزه علمیه خراسان در مشهد پذیرفته شد."
قهار عاصی,قهار عاصی، شاعر، در ۱۲ آوریل ۱۹۵۶ در پنجشیر به دنیا آمد و در ۲۸ سپتامبر ۱۹۹۴ در کابل درگذشت. از آثار او می‌توان به «از آتش، از ابریشم» و «از جزیره خون» اشاره کرد. او در سال ۱۳۷۳ به مشهد مهاجرت کرد.
عبدالفیاض مهرآیین,"عبدالفیاض مهرآیین، در پنجم اکتبر ۱۹۵۹ در شهر خرم ولایت سمنگان به دنیا آمد. او به‌عنوان استاد، رئیس فرهنگ و آموزش، والی، معاون اول کمیتهٔ ولایتی، مهندس، معین اداری، روزنامه نگار، شاعر، پژوهشگر، مترجم و نویسنده فعالیت می‌کرد. از آثار شاخص او می‌توان به ""تفسیر کشف الاسرار"" و ""ماهنامهٔ راه"" اشاره نمود. او در تاسیس دانشگاه بلخ در شهر مزارشریف، ولایت بلخ بین سال‌های ۱۳۶۲ تا ۱۳۶۶ نقش داشت."
عبدالله شادان,عبدالله شادان، در سال ۱۳۲۷ در کابل به دنیا آمد. او نویسنده، شاعر، دکلماتور شعر، کارگردان، گوینده، خبرنگار، مجری و تهیه‌کننده بود. از آثار او می‌توان به «محکوم به فنا»، «عشق شکوهمندترین»، «ژاندارک»، «سپیده دمید»، «داستان های توره»، «وطن پناه منی» و «کودکان فردا» اشاره نمود.
صوفی عشقری,صوفی عشقری، شاعر و صحاف، در سال ۱۲۷۱ متولد شد و در ۹ سرطان ۱۳۵۸ در شهدای صالحین درگذشت.
خالده فروغ,خالده فروغ در سال ۱۹۷۲ متولد شد. او به عنوان شاعر، استاد دانشکده زبان و ادبیات، عضو انجمن قلم افغانستان، سردبیر مجله ادبی صدف، و تهیه و گرداننده برنامه فرهنگی و ادبی فعالیت می‌کرد. خالده فروغ مسئول برنامه های ادبی در رادیو افغانستان بین سال‌های ۷۲ تا ۷۵ بود. همچنین، سردبیر مجله ادبی صدف و تهیه و گرداننده برنامه فرهنگی و ادبی کاخ بلند دُر دَری بود.
محمدکاظم کاظمی,محمدکاظم کاظمی در سال ۱۳۴۶ در هرات به دنیا آمد. او شاعر، نویسنده، مهندس عمران، آموزش‌دهنده شعر، برگزارکننده محافل انجمن‌های ادبی، منتشرکننده نقدها و مقالات، و مؤلف و ویراستار کتاب است. از آثار او می‌توان به «مثنوی بازگشت»، «دیوان خلیل الله خلیلی»، «افغانستان در پنج قرن اخیر»، «نقد بیدل»، «آثار هرات»، «اخلاق نیکوماخوس»، «تجلی خدا در آفاق و انفس»، «افغانستان در قرن بیستم»، «هزاره ها» و «شناسنامه افغانستان» اشاره کرد. وی در یازدهمین جشنوارهٔ شعر فجر در سال ۱۳۹۵ حضور داشت.
محمدحسین فیاض,"محمدحسین فیاض، در سال ۱۳۴۹ در غزنی متولد شد. او نویسنده، روحانی و شاعر بود. از آثار او می‌توان به ""زیر آسمان""، ""سنگر شیخ تراغ""، ""گنجشک تبعیدی""، ""شعر امروزغزنی""، ""کشتهٔ تدریجی""، ""یک کلکین و صد گنجشک""، ""آسیب شناسی روابطشیعیان افغانستان""، ""اینجاکویتهاست""، ""فریاد روشنایی""، ""تاریخ و مردممالستان"" و ""زندگی تحلیلی حضرتزهرا(س)"" اشاره نمود."
محمدنبی واصل,محمدنبی واصل، در سال ۱۲۴۴ متولد شد و در ۲۰ ثور (اردیبهشت) ۱۲۷۱ درگذشت. او شاعر و دبیر دربار بود. از آثار او می‌توان به «پیرو حافظ» و «سبک عراقی» اشاره کرد.
زرتشت,زرتشت، با نام‌های مستعار زردشت، زراتشت، سپیتمان زرتشت و زرتشت سپیتمه، در دوران باستان در شمال شرق ایران به دنیا آمد و به عنوان رهبر دینی، فیلسوف و شاعر فعالیت می‌کرد. او در ۷۷ سالگی درگذشت و مقبره او در ری، ایران قرار دارد. از آثار شاخص او می‌توان به گاتاها، فروردینیشت و یسنه اشاره نمود. دو رویداد مهم مرتبط با زندگی او عبارتند از دیدار با ویشتاسپ که در آن با درمان معجزه‌آسای اسب پادشاه، او را به پذیرش دین مزدیسنا ترغیب کرد، و تدوین آموزه‌های فلسفی که هسته اصلی فلسفه زرتشتی را که نبرد نیروهای خیر و شر است، طرح‌ریزی کرد.
بزرگمهر ,"بزرگمهر، که با نام مستعار ""بزرگمهر حکیم"" نیز شناخته می‌شود، در دوره ساسانیان می‌زیست. او به عنوان وزیر، حکیم و دانشمند فعالیت می‌کرد. تاریخ تولد و وفات او به پیش از هجرت (قبل از قرن اول هجری شمسی) بازمی‌گردد و او در ایران وفات یافته است. از آثار او می‌توان به ""ایادگار وزرگمهر بختگان""، ""پندنامهٔ بزرگمهر بختگان""، ""رسالهٔ مادیگان شترنگ""، ""وزارشن چترنگ""، ""کتاب الزَبَرج""، ""کتاب بزرگمهر فی مسائل الزیج"" و ""فصول بزرگمهر"" اشاره کرد. از وقایع مهم زندگی او می‌توان به انتخابش به عنوان وزیر انوشیروان، پس از تعبیر خواب او، و گشودن راز شطرنج و اختراع نرد، که برتری فکری ایران را اثبات کرد، اشاره کرد."
