,id,bio,image_paths,image_paths_list,image_paths_abs
1874,اسدالله عباسی,اسدالله عباسی، سیاستمدار، فرماندار و وزیر، در سال ۱۳۶۰ در هلوکله (رودسر) استان گیلان متولد شد. او در دوران معاصر، استاندار استان گیلان (۱۴۰۰-۱۴۰۳) و وزیر تعاون، کار و رفاه اجتماعی (۱۳۹۱) بوده است.مردی میانسال با صورت کشیده و نسبتا زاویه‌دار، بینی متوسط و کمی پهن، چشمان تیره، ابروهای پرپشت و خاکستری، موهای مجعد و خاکستری، سبیل و ریش کوتاه خاکستری و پوست متوسط. به نظر می‌رسد در دهه پنجم یا ششم زندگی باشد.,['images_clean\\%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D8%A8%D8%A7%D8%B3%DB%8C.png'],['images_clean\\%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D8%A8%D8%A7%D8%B3%DB%8C.png'],['/content/drive/MyDrive/images_clean/images_clean/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D8%A8%D8%A7%D8%B3%DB%8C.png']
1875,علی اصغر فانی,علی اصغر فانی، متولد سال ۱۹۵۴ در تهران، استان تهران، در دوران دولت یازدهم در کسوت سیاستمدار و مدرس دانشگاه فعالیت داشته است. از آثار او می‌توان به «وزیر آموزش و پرورش (۱۳۹۲-۱۳۹۵)» اشاره نمود.مردی میان‌سال با صورت کشیده و بیضی شکل، بینی متوسط و مستقیم، چشمان قهوه‌ای، ابروهای کم‌پشت، موهای خاکستری کوتاه، ریش و سبیل خفیف خاکستری و پوست روشن با چروک‌های ملایم. به نظر می‌رسد در دهه ششم زندگی باشد.,['images_clean\\Ali_Asghar_Fani_by_tasnimnews.png'],['images_clean\\Ali_Asghar_Fani_by_tasnimnews.png'],['/content/drive/MyDrive/images_clean/images_clean/Ali_Asghar_Fani_by_tasnimnews.png']
1876,مریم مجتهدزاده لاریجانی,مریم مجتهدزاده لاریجانی، در سال ۱۹۵۷ در ساری، مازندران به دنیا آمد. او معاون امور زنان و خانواده ریاست‌جمهوری بوده است.زن میانسالی با صورت گرد، بینی نسبتا بزرگ، چشمان قهوه‌ای که با عینک پوشیده شده‌اند، ابروهای کم‌پشت، و پوست روشن. موهای او با چادر کاملاً پوشانده شده است.,['images_clean\\Maryam_Mojtahed_Zadeh.png'],['images_clean\\Maryam_Mojtahed_Zadeh.png'],['/content/drive/MyDrive/images_clean/images_clean/Maryam_Mojtahed_Zadeh.png']
1877,سید احمد معتمدی,سید احمد معتمدی، در سال ۱۹۵۳ در تهران متولد شد. او به عنوان رئیس دانشگاه صنعتی امیرکبیر، مشاور وزیر ارتباطات، عضو شورای راهبری وزارت ارتباطات و وزیر ارتباطات و فناوری اطلاعات فعالیت می‌کرد. در دوره جمهوری اسلامی ایران، او در دولت خاتمی (۱۳۷۹-۱۳۸۴) سمت وزیر ارتباطات و فناوری اطلاعات را بر عهده داشت.مردی با صورت کشیده و خطوط چهره مشخص، بینی متوسط، چشمان قهوه‌ای تیره، ابروهای کم‌پشت، موهای کم‌پشت خاکستری، سبیل و ریش کوتاه خاکستری. به نظر می‌رسد در دهه ششم زندگی باشد.,['images_clean\\Ahmad_Motamedi.png'],['images_clean\\Ahmad_Motamedi.png'],['/content/drive/MyDrive/images_clean/images_clean/Ahmad_Motamedi.png']
1878,یوسف نوری,یوسف نوری، سیاستمدار، وزیر آموزش و پرورش، استاندار مازندران و رئیس هیئت امنای سازمان دانش‌آموزی، در سال ۱۹۶۱ در شهر ایلام، استان ایلام به دنیا آمد. در دوران دولت سیزدهم، در ۱۴ فروردین ۱۴۰۲ به دلیل مسائل و مشکلات فرهنگیان استعفا داد.مردی با صورت کشیده، بینی معمولی، چشمان قهوه‌ای با عینک، ابروهای کم‌پشت، موهای خاکستری کوتاه، ریش و سبیل خاکستری پراکنده. به نظر می‌رسد در دهه ششم زندگی باشد.,['images_clean\\Yousef_Noori%2C_25_Dec_2021_-_01_%28cropped%29.png'],['images_clean\\Yousef_Noori%2C_25_Dec_2021_-_01_%28cropped%29.png'],['/content/drive/MyDrive/images_clean/images_clean/Yousef_Noori%2C_25_Dec_2021_-_01_%28cropped%29.png']
1879,سید مناف هاشمی,سید مناف هاشمی، متولد ۲۳ اوت ۱۹۶۷ در استان مازندران، در دوران دولت دوازدهم فعالیت داشت. او سیاستمدار، استاندار، معاون حمل و نقل و ترافیک شهرداری تهران و دبیرکل کمیته ملی المپیک ایران بوده است.مردی با صورت گرد، بینی متوسط، چشمان قهوه‌ای، ابروهای نازک، موهای کم پشت و خاکستری، بدون سبیل و با ریش کوتاه نامنظم. به نظر می‌رسد در دهه پنجم یا ششم زندگی باشد.,['images_clean\\Seyed_Manaf_Hashemi_%28cropped%29.png'],['images_clean\\Seyed_Manaf_Hashemi_%28cropped%29.png'],['/content/drive/MyDrive/images_clean/images_clean/Seyed_Manaf_Hashemi_%28cropped%29.png']
1880,سید جمال‌الدین ارجمند,سید جمال‌الدین ارجمند، که در دورهٔ هفتم مجلس شورای اسلامی فعالیت می‌کرد، در سال ۱۹۵۳ در جهرم، فارس به دنیا آمد. او نمایندهٔ مجلس بود.مردی با صورت گرد، بینی متوسط، چشمان روشن و عینک، ابروهای ضخیم، موهای خاکستری کوتاه، ریش و سبیل خاکستری کوتاه. به نظر می‌رسد در دهه ششم زندگی باشد.,"['images_clean\\DR_ARJMAND.png', 'images_clean_v2\\DR_ARJMAND.jpg']","['images_clean\\DR_ARJMAND.png', 'images_clean_v2\\DR_ARJMAND.jpg']","['/content/drive/MyDrive/images_clean/images_clean/DR_ARJMAND.png', '/content/drive/MyDrive/images_clean_v2/DR_ARJMAND.jpg']"
1881,لطف‌الله دژکام,لطف‌الله دژکام، در سال ۱۹۶۲ میلادی در جهرم، استان فارس به دنیا آمد. او روحانی، فقیه، نماینده ولی فقیه، امام جمعه و نماینده مجلس خبرگان رهبری است.مردی میانسال با صورت کشیده و سفیدپوست، بینی متوسط و مستقیم، چشمان روشن، ابروهای متوسط و مرتب، موی سفید و پیچیده در عمامه، دارای ریش خاکستری و کوتاه. به نظر می‌رسد در دهه ششم زندگی باشد.,['images_clean\\Dezhkam_1400.png'],['images_clean\\Dezhkam_1400.png'],['/content/drive/MyDrive/images_clean/images_clean/Dezhkam_1400.png']
1882,آرداشس آوانسیان,آرداشس آوانسیان که با نام اردشیر نیز شناخته می‌شود، در سال ۱۹۰۵ میلادی در شهر رشت استان گیلان به دنیا آمد و در تاریخ ۱۹۹۰-۰۱-۰۱ در ایروان، ارمنستان درگذشت. او به‌عنوان نماینده مجلس، سیاستمدار و فعال کمونیست فعالیت می‌کرد. از رویدادهای مهم زندگی او می‌توان به نمایندگی ارمنی‌های شمال ایران در دوره چهاردهم مجلس شورای ملی، تأسیس حزب توده ایران و عضویت در حزب کمونیست ایران اشاره کرد. او در دوره ۱۳۲۲–۱۳۲۴ خورشیدی فعالیت داشت.مردی با صورت کشیده و استخوانی، بینی صاف و کشیده، چشمان عمیق و جدی، ابروهای پرپشت، موهای مجعد و پراکنده بدون ریش و سبیل. به نظر می‌رسد در دهه چهارم یا پنجم زندگی باشد.,['images_clean\\Ardashes.png'],['images_clean\\Ardashes.png'],['/content/drive/MyDrive/images_clean/images_clean/Ardashes.png']
1883,رضا رمضانی گیلانی,رضا رمضانی گیلانی، در سال ۱۹۶۳ در رشت، گیلان به دنیا آمد. او روحانی شیعه، دبیرکل مجمع جهانی اهل بیت، نماینده مجلس خبرگان رهبری، نماینده ولی فقیه و امام جمعه است. رضا رمضانی گیلانی در سال‌های ۱۳۸۰ تا ۱۳۸۴ نماینده ولی فقیه و امام جمعه کرج بود و از سال ۲۰۰۹ تا ۲۰۱۸ ریاست مرکز اسلامی هامبورگ را بر عهده داشت.مردی با صورت کشیده و استخوانی، بینی بزرگ، چشمان قهوه‌ای پشت عینک، ابروهای پرپشت، موی سفید پوشیده در عمامه، ریش بلند و سفید. به نظر می‌رسد در دهه هفتم زندگی باشد.,['images_clean\\%D8%B1%D8%B6%D8%A7_%D8%B1%D9%85%D8%B6%D8%A7%D9%86%DB%8C_%DA%AF%DB%8C%D9%84%D8%A7%D9%86%DB%8C.png'],['images_clean\\%D8%B1%D8%B6%D8%A7_%D8%B1%D9%85%D8%B6%D8%A7%D9%86%DB%8C_%DA%AF%DB%8C%D9%84%D8%A7%D9%86%DB%8C.png'],['/content/drive/MyDrive/images_clean/images_clean/%D8%B1%D8%B6%D8%A7_%D8%B1%D9%85%D8%B6%D8%A7%D9%86%DB%8C_%DA%AF%DB%8C%D9%84%D8%A7%D9%86%DB%8C.png']
1884,فریدون کشاورز,فریدون کشاورز، متولد ۱ ژانویه ۱۹۰۷ در بندر انزلی، گیلان، در ۱۰ ژوئن ۲۰۰۶ در سوئیس درگذشت. او به عنوان سر حزب توده ایران و نماینده مجلس فعالیت می‌کرد. از او به عنوان نماینده بندر انزلی در دوره چهاردهم مجلس شورای ملی یاد می‌شود.مردی با صورت کشیده و بیضی شکل، بینی صاف و متوسط، چشمان تیره و ابروهای پرپشت، موهای کوتاه و خاکستری بدون سبیل و ریش. ظاهراً در دهه ششم یا هفتم زندگی است.,"['images_clean\\Fereydoun_Keshavarz.png', 'images_clean_v2\\Fereydoun_Keshavarz.jpg']","['images_clean\\Fereydoun_Keshavarz.png', 'images_clean_v2\\Fereydoun_Keshavarz.jpg']","['/content/drive/MyDrive/images_clean/images_clean/Fereydoun_Keshavarz.png', '/content/drive/MyDrive/images_clean_v2/Fereydoun_Keshavarz.jpg']"
1885,دامادی,دامادی، مردی ایرانی است که در ۲۵ ژوئن ۱۹۷۹ در ساری به دنیا آمد و در زمینه نمایندگی مجلس فعالیت می‌کند. - **رنگ چشم: ** نامشخص - **رنگ مو: ** تیره - **طول / فرم مو: ** کوتاه و صاف - **رنگ پوست: ** روشن - **شکل صورت: ** بیضی - **وجود ریش / سبیل: ** ریش کوتاه - **عینک / کلاه / اکسسوری: ** بدون عینک یا کلاه - **حالات قابل‌مشاهده: ** حالت جدی - **علائم متمایز: ** نامشخص - **بازه سنی: ** میان‌سال این توصیف بر اساس تصویر ارائه‌شده است.,['images_clean\\%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%A7%D9%85%D8%A7%D8%AF%DB%8C.png'],['images_clean\\%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%A7%D9%85%D8%A7%D8%AF%DB%8C.png'],['/content/drive/MyDrive/images_clean/images_clean/%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%A7%D9%85%D8%A7%D8%AF%DB%8C.png']
1886,سید حسن شجاعی کیاسری,سید حسن شجاعی کیاسری، یک فقیه و مفسر قرآن ایرانی بود که در ۱۹۴۱ در استان مازندران متولد شد و در ۲۰۱۴ درگذشت. او در دوران انقلاب اسلامی به عنوان سیاستمدار اصولگرا، نماینده مجلس شورای اسلامی و قاضی دیوان عدالت اداری فعالیت داشت و از مهم‌ترین مسئولیت‌های او تفسیر نمونه بود. - **رنگ چشم: ** آبی - **رنگ و طول / فرم مو: ** موهای خاکستری و بلند، با ریش و سبیل - **رنگ پوست: ** روشن - **شکل صورت: ** بیضی - **وجود ریش / سبیل: ** ریش و سبیل پرپشت - **عینک / کلاه / اکسسوری: ** کلاه (عمامه) مشکی - **حالات قابل‌مشاهده: ** حالت جدی و محکم - **علائم متمایز: ** مشخص نیست - **حدود بازه سنی: ** میان‌سال,"['images_clean\\%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C_%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1%DB%8C_01.png', 'images_clean\\%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C_%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1%DB%8C_09.png']","['images_clean\\%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C_%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1%DB%8C_01.png', 'images_clean\\%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C_%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1%DB%8C_09.png']","['/content/drive/MyDrive/images_clean/images_clean/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C_%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1%DB%8C_01.png', '/content/drive/MyDrive/images_clean/images_clean/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C_%DA%A9%DB%8C%D8%A7%D8%B3%D8%B1%DB%8C_09.png']"
1887,سید حسین ذوالانوار,سید حسین ذوالانوار، یک ایرانی متولد شیراز در سال ۱۹۴۸، در زمینه نمایندگی مجلس شورای اسلامی، فرماندار، تولیت آستان حضرت علی بن حمزه، و فعالیت در مهندسی کشاورزی فعالیت می‌کند. او در دوران معاصر زندگی و فعالیت خود را به عنوان نماینده ستاد اقامه نماز کشور و رئیس مجمع نمایندگان استان فارس انجام داده است. - رنگ چشم: نامشخص - رنگ مو: سفید - طول / فرم مو: کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش‌سفید - عینک: دارد - کلاه / اکسسوری: ندارد - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال تا سالمند,['images_clean\\Www.matboatfars.com-b4a3d7e279fb6f25-550x330.png'],['images_clean\\Www.matboatfars.com-b4a3d7e279fb6f25-550x330.png'],['/content/drive/MyDrive/images_clean/images_clean/Www.matboatfars.com-b4a3d7e279fb6f25-550x330.png']
